DeviceCode,DeviceCategoryCode,DeviceCategoryName
PPPFLOATAR20,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR21,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR22,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR23,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR24,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR25,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR26,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR27,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR28,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR29,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR30,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR32,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR34,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR35,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR36,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR37,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR38,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR42,PPPFLT,Precise Point Positioning - Float
PPPFLOATAR43,PPPFLT,Precise Point Positioning - Float
PPPINTAR01,PPPINT,Precise Point Positioning - Integer
PPPINTAR02,PPPINT,Precise Point Positioning - Integer
PPPINTAR03,PPPINT,Precise Point Positioning - Integer
PPPINTAR04,PPPINT,Precise Point Positioning - Integer
PPPINTAR05,PPPINT,Precise Point Positioning - Integer
PPPINTAR06,PPPINT,Precise Point Positioning - Integer
PPPINTAR07,PPPINT,Precise Point Positioning - Integer
PPPINTAR08,PPPINT,Precise Point Positioning - Integer
PPPINTAR09,PPPINT,Precise Point Positioning - Integer
PPPINTAR10,PPPINT,Precise Point Positioning - Integer
PPPINTAR11,PPPINT,Precise Point Positioning - Integer
PPPINTAR12,PPPINT,Precise Point Positioning - Integer
PPPINTAR13,PPPINT,Precise Point Positioning - Integer
PPPINTAR14,PPPINT,Precise Point Positioning - Integer
PPPINTAR15,PPPINT,Precise Point Positioning - Integer
PPPINTAR16,PPPINT,Precise Point Positioning - Integer
PPPINTAR17,PPPINT,Precise Point Positioning - Integer
PPPINTAR18,PPPINT,Precise Point Positioning - Integer
PPPINTAR19,PPPINT,Precise Point Positioning - Integer
PPPINTAR20,PPPINT,Precise Point Positioning - Integer
PPPINTAR21,PPPINT,Precise Point Positioning - Integer
PPPINTAR22,PPPINT,Precise Point Positioning - Integer
PPPINTAR23,PPPINT,Precise Point Positioning - Integer
PPPINTAR24,PPPINT,Precise Point Positioning - Integer
PPPINTAR25,PPPINT,Precise Point Positioning - Integer
PPPINTAR26,PPPINT,Precise Point Positioning - Integer
PPPINTAR27,PPPINT,Precise Point Positioning - Integer
PPPINTAR28,PPPINT,Precise Point Positioning - Integer
PPPINTAR29,PPPINT,Precise Point Positioning - Integer
PPPINTAR30,PPPINT,Precise Point Positioning - Integer
PPPINTAR32,PPPINT,Precise Point Positioning - Integer
PPPINTAR34,PPPINT,Precise Point Positioning - Integer
PPPINTAR35,PPPINT,Precise Point Positioning - Integer
PPPINTAR36,PPPINT,Precise Point Positioning - Integer
PPPINTAR37,PPPINT,Precise Point Positioning - Integer
PPPINTAR38,PPPINT,Precise Point Positioning - Integer
PPPINTAR42,PPPINT,Precise Point Positioning - Integer
PPPINTAR43,PPPINT,Precise Point Positioning - Integer
PPPORBITS01,PPPORB,Precise Point Positioning - Orbits
PPPORBITS02,PPPORB,Precise Point Positioning - Orbits
PPPORBITS03,PPPORB,Precise Point Positioning - Orbits
PPPORBITS04,PPPORB,Precise Point Positioning - Orbits
PPPORBITS05,PPPORB,Precise Point Positioning - Orbits
PPPORBITS06,PPPORB,Precise Point Positioning - Orbits
PPPORBITS07,PPPORB,Precise Point Positioning - Orbits
PPPORBITS08,PPPORB,Precise Point Positioning - Orbits
PPPORBITS09,PPPORB,Precise Point Positioning - Orbits
PPPORBITS10,PPPORB,Precise Point Positioning - Orbits
PPPORBITS11,PPPORB,Precise Point Positioning - Orbits
PPPORBITS12,PPPORB,Precise Point Positioning - Orbits
PPPORBITS13,PPPORB,Precise Point Positioning - Orbits
PPPORBITS14,PPPORB,Precise Point Positioning - Orbits
PPPORBITS15,PPPORB,Precise Point Positioning - Orbits
PPPORBITS16,PPPORB,Precise Point Positioning - Orbits
PPPORBITS17,PPPORB,Precise Point Positioning - Orbits
PPPORBITS18,PPPORB,Precise Point Positioning - Orbits
PPPORBITS19,PPPORB,Precise Point Positioning - Orbits
PPPORBITS20,PPPORB,Precise Point Positioning - Orbits
PPPORBITS21,PPPORB,Precise Point Positioning - Orbits
PPPORBITS22,PPPORB,Precise Point Positioning - Orbits
PPPORBITS23,PPPORB,Precise Point Positioning - Orbits
PPPORBITS24,PPPORB,Precise Point Positioning - Orbits
PPPORBITS25,PPPORB,Precise Point Positioning - Orbits
PPPORBITS26,PPPORB,Precise Point Positioning - Orbits
PPPORBITS27,PPPORB,Precise Point Positioning - Orbits
PPPORBITS28,PPPORB,Precise Point Positioning - Orbits
PPPORBITS29,PPPORB,Precise Point Positioning - Orbits
PPPORBITS30,PPPORB,Precise Point Positioning - Orbits
PPPORBITS32,PPPORB,Precise Point Positioning - Orbits
PPPORBITS34,PPPORB,Precise Point Positioning - Orbits
PPPORBITS35,PPPORB,Precise Point Positioning - Orbits
PPPORBITS36,PPPORB,Precise Point Positioning - Orbits
PPPORBITS37,PPPORB,Precise Point Positioning - Orbits
PPPORBITS38,PPPORB,Precise Point Positioning - Orbits
PPPORBITS42,PPPORB,Precise Point Positioning - Orbits
PPPORBITS43,PPPORB,Precise Point Positioning - Orbits
PPS108195,PRES,Pressure Gauge
PPS108203,PRES,Pressure Gauge
PPS108206,PRES,Pressure Gauge
PPS126920,PRES,Pressure Gauge
PPS126921,PRES,Pressure Gauge
PRINCERUPERTARRAY,OCEANOGRAPHICRADAR,Oceanographic Radar System
PRINCERUPERTJVM,ADAPTER,Adapter
PRO_CO2_2706745,CO2SENSOR,CO2 Sensor
PRO_CO2_3011645,CO2SENSOR,CO2 Sensor
PRO_CO2_3421675,CO2SENSOR,CO2 Sensor
PROCO2-35-250-75,CO2SENSOR,CO2 Sensor
PROCO2-36-314-75,CO2SENSOR,CO2 Sensor
PROCO2-36-321-75,CO2SENSOR,CO2 Sensor
PROCO2-36-322-75,CO2SENSOR,CO2 Sensor
PROCO2-36-323-75,CO2SENSOR,CO2 Sensor
PROCO2-39-597-75,CO2SENSOR,CO2 Sensor
PROCO2-39-598-75,CO2SENSOR,CO2 Sensor
PROCO2FT-36-324-81,CO2SENSOR,CO2 Sensor
PROCO2FT-36-325-81,CO2SENSOR,CO2 Sensor
PROFILER_MPB,ADCP2MHZ,ADCP 2 MHz
PROMINICH4-38-518-23,METHSENSOR,Methane Sensor
PROSILICAGC1290C17670,VIDEOCAM,Video Camera
PROTRANSSTN,ADAPTER,Adapter
PSIGTD2403608,GTD,Gas Tension Device
PSIGTD3607,GTD,Gas Tension Device
PSIGTD3632606,GTD,Gas Tension Device
PSIGTD3850215,GTD,Gas Tension Device
PSIHGTD2807742,GTD,Gas Tension Device
PTGREY3DCAMARR9071376,CAMERA_3D,3D Camera
PTP2ETH2401,PTP_CAN,PTP Can
PTP2ETH2402,PTP_CAN,PTP Can
PTP2ETH2403,PTP_CAN,PTP Can
PTP2ETH2404,PTP_CAN,PTP Can
PVCS01,PVCS,Pump and Valve Control System
PVCS02,PVCS,Pump and Valve Control System
qaarc1.dc.local,SERVER,Server
qadcdrv1.dc.local,SERVER,Server
qadcshore1.dc.local,SERVER,Server
qaeewmtc2.eew.onc,SERVER,Server
qamtcn.neptune.uvic.ca,SERVER,Server
qamtcshore1.dc.local,SERVER,Server
qapashore1.dc.local,SERVER,Server
qapashore2.dc.local,SERVER,Server
qapashore3.dc.local,SERVER,Server
qaprt.dc.local,SERVER,Server
qaprt2.dc.local,SERVER,Server
qasaa.dc.local,SERVER,Server
qasaashore1.dc.local,SERVER,Server
qasobcshore1.dc.local,SERVER,Server
qasog.dc.local,SERVER,Server
qasogshore1.dc.local,SERVER,Server
qasogshore2.dc.local,SERVER,Server
qatsk04.dc.local,SERVER,Server
qatsk05.dc.local,SERVER,Server
qatsk06.dc.local,SERVER,Server
qaweb2.dc.local,SERVER,Server
QOAFERRYNODE,NODE,Node
QUADRAISLANDSTN,ADAPTER,Adapter
QUEENOFALBERNI,PLATFORM,Platform
QUEENOFCOQUITLAM,PLATFORM,Platform
QUEENOFCOWICHAN,PLATFORM,Platform
QUEENOFNEWWESTMINSTER,PLATFORM,Platform
QUEENOFOAKBAY,PLATFORM,Platform
RBRCONCERTO65541,CTD,CTD
RBRCONCERTO65542,CTD,CTD
RBRCONCERTO65543,CTD,CTD
RBRCONCERTO65647,CTD,CTD
RBRCONCERTO65648,CTD,CTD
RBRCONCERTO65649,CTD,CTD
RBRCONCERTO65676,CTD,CTD
RBRCONCERTO65677,CTD,CTD
RBRCONCERTO65678,CTD,CTD
RBRCONCERTO65679,CTD,CTD
RBRCONCERTO65680,CTD,CTD
RBRCONCERTO65681,CTD,CTD
RBRCONCERTO65682,CTD,CTD
RBRCONCERTO66065,CTD,CTD
RBRDUOTD51137,DEPTH_TEMP,Temperature and Depth Logger
RBRDUOTD51181,DEPTH_TEMP,Temperature and Depth Logger
RBRPAROTILTMETER01U1364A,TILTMTR,Tiltmeter
RBRQUARTZ3BPR201419,BPR,BPR
RBRTILTMETERACCBPR63055,TILTMTR,Tiltmeter
RBRTILTMETERACCBPR63056,TILTMTR,Tiltmeter
RBRTILTMETERACCBPR63057,TILTMTR,Tiltmeter
RBRTILTMETERACCBPR63080,TILTMTR,Tiltmeter
RBRXR-420CT17581,CTD,CTD
RBRXR-420CTD15159,CTD,CTD
RBRXR-420CTD17308,CTD,CTD
RBRXR-420CTD17364,CTD,CTD
RBRXR-620CTD18614,CTD,CTD
RDI75_9202,ADCP75KHZ,ADCP 75 kHz
RDIACDP150KHZOS41897,ADCP150KHZ,ADCP 150 kHz
RDIADCP1200WH9111,ADCP1200KHZ,ADCP 1200 kHz
RDIADCP150WH17457,ADCP150KHZ,ADCP 150 kHz
RDIADCP150WH8497,ADCP150KHZ,ADCP 150 kHz
RDIADCP150WH8580,ADCP150KHZ,ADCP 150 kHz
RDIADCP150WHS24623,ADCP150KHZ,ADCP 150 kHz
RDIADCP300WH15551,ADCP300KHZ,ADCP 300 kHz
RDIADCP300WH15823,ADCP300KHZ,ADCP 300 kHz
RDIADCP300WH1600,ADCP300KHZ,ADCP 300 kHz
RDIADCP300WH17955,ADCP300KHZ,ADCP 300 kHz
RDIADCP300WH2940,ADCP300KHZ,ADCP 300 kHz
RDIADCP300WHS24447,ADCP300KHZ,ADCP 300 kHz
RDIADCP600WH17434,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH17574,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH25471,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH25472,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH7992,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH9256,ADCP600KHZ,ADCP 600 kHz
RDIADCP600WH9339,ADCP600KHZ,ADCP 600 kHz
RDIADCP75KHZOS1568,ADCP75KHZ,ADCP 75 kHz
RDIADCP75KHZOS1850,ADCP75KHZ,ADCP 75 kHz
RDIADCP75KHZOSTULLY,ADCP75KHZ,ADCP 75 kHz
RDIADCP75KHZWH16145,ADCP75KHZ,ADCP 75 kHz
RDIADCP75KHZWH16511,ADCP75KHZ,ADCP 75 kHz
RDIADCP75KHZWH3868,ADCP75KHZ,ADCP 75 kHz
RDIADCP75OS1007,ADCP75KHZ,ADCP 75 kHz
RDIADCP75OS1860,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH13429,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH17431,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH17432,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH17575,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH24594,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH3808,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH3867,ADCP75KHZ,ADCP 75 kHz
RDIADCP75WH3868,ADCP75KHZ,ADCP 75 kHz
REFTEKRT130DATALOGGERAAB9,DATALOGGER,Datalogger
REFTEKRT130DATALOGGERABA1,DATALOGGER,Datalogger
REFTEKRT130DATALOGGERABB3,DATALOGGER,Datalogger
REFTEKRT130DATALOGGERB2A2,DATALOGGER,Datalogger
REMOTESERIALSERVER01,ADAPTER,Adapter
RICHARDSONPOINTSHIP,PLATFORM,Platform
RIDLEYISLANDJVM,ADAPTER,Adapter
RMYOUNG-MET01,METSTN,Meteorological Station
RMYOUNG-MET02,METSTN,Meteorological Station
RMYOUNG-MET03,METSTN,Meteorological Station
RMYOUNG-MET04,METSTN,Meteorological Station
RMYOUNG-MET05,METSTN,Meteorological Station
RMYOUNGCOMPASS3250056-2299,ORIENTATION,Orientation
RMYOUNGCOMPASS3250056CI2301,ORIENTATION,Orientation
RMYOUNGCOMPASS3250056CI2302,ORIENTATION,Orientation
RMYOUNGCOMPASS3250056CI2525,ORIENTATION,Orientation
RMYOUNGCOMPASS3250056CI2678,ORIENTATION,Orientation
RMYOUNGCOMPASS32500L3234,ORIENTATION,Orientation
RMYOUNGPRES61202V56-2716,BARPRESS,Barometric Pressure Sensor
RMYOUNGPRES61202V56-2717,BARPRESS,Barometric Pressure Sensor
RMYOUNGPRES61202V56-2718,BARPRESS,Barometric Pressure Sensor
RMYOUNGPRES61302V8866,BARPRESS,Barometric Pressure Sensor
RMYOUNGTEMPRH41382VC-19119,TEMPHUMID,Air Temperature and Humidity Sensor
RMYOUNGTEMPRH41382VC-19189,TEMPHUMID,Air Temperature and Humidity Sensor
RMYOUNGTEMPRH41382VCL27305,TEMPHUMID,Air Temperature and Humidity Sensor
RMYOUNGTEMPRH41382VCL27306,TEMPHUMID,Air Temperature and Humidity Sensor
RMYOUNGWINDMON-4106-107029,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5103-10A-123693,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5103-10A-123699,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5103-117264,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-111534,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-121949,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-135289,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-136238,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-136641,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-136642,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-17028,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-17030,WINDMONITOR,Wind Monitoring System
RMYOUNGWINDMON-5106-TBD,WINDMONITOR,Wind Monitoring System
ROLLSROYCEMVP11068,MVP,Moving Vessel Profiler
ROLLSROYCEMVP11069,MVP,Moving Vessel Profiler
ROPOS_ROV,PLATFORM,Platform
ROPOSNAV01,NAV,Navigation
ROS_HD_PAN_AND_TILT,PTL,Pan Tilt Lights
ROS10161,PTL,Pan Tilt Lights
ROS10162,PTL,Pan Tilt Lights
ROS10163,PTL,Pan Tilt Lights
ROSLIGHTS21251SN21267,CAMLIGHTS,Camera Lights
ROSLIGHTS66026,CAMLIGHTS,Camera Lights
ROSLIGHTS66027,CAMLIGHTS,Camera Lights
ROSLIGHTS66028,CAMLIGHTS,Camera Lights
ROSLIGHTS6602866029,CAMLIGHTS,Camera Lights
ROSLIGHTS66029,CAMLIGHTS,Camera Lights
ROSLIGHTS70109,CAMLIGHTS,Camera Lights
ROSLIGHTS70112,CAMLIGHTS,Camera Lights
ROSLIGHTS70114,CAMLIGHTS,Camera Lights
ROSLIGHTSTBD,CAMLIGHTS,Camera Lights
ROSPT10125,PTL,Pan Tilt Lights
ROSPT10293,PTL,Pan Tilt Lights
ROSPT10294,PTL,Pan Tilt Lights
ROSPT10295,PTL,Pan Tilt Lights
ROSPT10296,PTL,Pan Tilt Lights
ROSPT10297,PTL,Pan Tilt Lights
ROSPT10298,PTL,Pan Tilt Lights
ROSPT10FB10079,PTL,Pan Tilt Lights
ROSPTSN10163,PTL,Pan Tilt Lights
ROSSTINGERBWCAM5221,ROV_CAMERA,ROV Camera
ROTRONICMP101A-T7_61441792,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_60774068,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61084079,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61464757,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61464758,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61501503,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61631969,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61779136,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICMP101AT7_61779137,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICTEMPRH-HC-S3-XT61348277,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICTEMPRH-HC2-S3-L60838027,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICTEMPRH-HC2-S3-L61081056,TEMPHUMID,Air Temperature and Humidity Sensor
ROTRONICTEMPRH-HC2-S3-L64837987,TEMPHUMID,Air Temperature and Humidity Sensor
ROTSONAR-0,MBROTARYSONAR,Multibeam Rotary Sonar
ROVDEEPDISCOVERER,PLATFORM,Platform
ROVODYSSEUS,PLATFORM,Platform
ROYALCITY_SHIP,PLATFORM,Platform
RSTTHERMISTORSTS3803,TARRAY,Temperature Array
RVATLANTIS,PLATFORM,Platform
RVFALKORNAV01,NAV,Navigation
RVMARTINBERGMANN,PLATFORM,Platform
RVSIKULIAQ,PLATFORM,Platform
RVSIKULIAQNAV01,NAV,Navigation
RVTHOMPSON,PLATFORM,Platform
RVTHOMPSONNAV01,NAV,Navigation
RVWESTERNFLYER,PLATFORM,Platform
S30001,JB,Junction Box
S30002,JB,Junction Box
S30003,JB,Junction Box
S30004,JB,Junction Box
S30005,JB,Junction Box
S30006,JB,Junction Box
S30007,JB,Junction Box
S30008,JB,Junction Box
S30009,JB,Junction Box
S30010,JB,Junction Box
S30011,JB,Junction Box
S30012,JB,Junction Box
S30013,JB,Junction Box
S30014,JB,Junction Box
S30015,JB,Junction Box
S30016,JB,Junction Box
saabuff1.dmas.saa.venus,SERVER,Server
saabuff2.dmas.saa.venus,SERVER,Server
saashore1.dc.onc,SERVER,Server
SAMSUNGGALAXYTABS2R52HA2KM7DX,NAV,Navigation
SAMSUNGGALAXYTABS2R52HA2KMCMP,NAV,Navigation
SAMSUNGGALAXYTABS2R52HA2KMHEW,NAV,Navigation
SAMSUNGGALAXYTABS2R52J2018BRL,NAV,Navigation
SAT_HOCR_ICSW_301,RADIOMETER,Radiometer
SAT_HOCR_R08W_257,RADIOMETER,Radiometer
SAT_ISUS_157,NITRATESENSOR,Nitrate sensor
SATISUS209,NITRATESENSOR,Nitrate sensor
SATLANTICPARLOGICSW1018,RADIOMETER,Radiometer
SATLANTICRADIOMETEROCR504I362,RADIOMETER,Radiometer
SATLANTICSASSOLARTRACKER003,RADIOMETER,Radiometer
SATLANTICSASSOLARTRACKER004,RADIOMETER,Radiometer
SATLANTICSUNAV2-405,NITRATESENSOR,Nitrate sensor
SAYNUTHKHAWYUM,PLATFORM,Platform
SB343_2643,OXYSENSOR,Oxygen Sensor
SBE19PLUS5132,CTD,CTD
SBE19PLUS6614,CTD,CTD
SBE32WATERSAMPLER,PLATFORM,Platform
SBE37IM,CTD,CTD
SBE37SMP_11733,CTD,CTD
SBE38-0680,TEMPSENSOR,Temperature Sensor
SBE381048,TEMPSENSOR,Temperature Sensor
SBE39PLUS7712,TEMPSENSOR,Temperature Sensor
SBE43_2184,OXYSENSOR,Oxygen Sensor
SBE43-0023,OXYSENSOR,Oxygen Sensor
SBE43-0997,OXYSENSOR,Oxygen Sensor
SBE43-1119,OXYSENSOR,Oxygen Sensor
SBE43-1238,OXYSENSOR,Oxygen Sensor
SBE43-1400,OXYSENSOR,Oxygen Sensor
SBE43-1438,OXYSENSOR,Oxygen Sensor
SBE43-1619,OXYSENSOR,Oxygen Sensor
SBE43-1704,OXYSENSOR,Oxygen Sensor
SBE43-1807,OXYSENSOR,Oxygen Sensor
SBE43-1811,OXYSENSOR,Oxygen Sensor
SBE43-2188,OXYSENSOR,Oxygen Sensor
SBE43-2331,OXYSENSOR,Oxygen Sensor
SBE43-2562,OXYSENSOR,Oxygen Sensor
SBE43-2584,OXYSENSOR,Oxygen Sensor
SBE43-2887,OXYSENSOR,Oxygen Sensor
SBE43-3071,OXYSENSOR,Oxygen Sensor
SBE43-3417,OXYSENSOR,Oxygen Sensor
SBE431104,OXYSENSOR,Oxygen Sensor
SBE43SN430997,OXYSENSOR,Oxygen Sensor
SBE43SN431846,OXYSENSOR,Oxygen Sensor
SBE55ECOWATERSAMPLER0141,PLATFORM,Platform
SBE63-0202,OXYSENSOR,Oxygen Sensor
SBE63-0438,OXYSENSOR,Oxygen Sensor
SBE63630019,OXYSENSOR,Oxygen Sensor
SBE63630103,OXYSENSOR,Oxygen Sensor
SBE63630108,OXYSENSOR,Oxygen Sensor
SBE63630109,OXYSENSOR,Oxygen Sensor
SBE63630110,OXYSENSOR,Oxygen Sensor
SBE63630111,OXYSENSOR,Oxygen Sensor
SBE63630157,OXYSENSOR,Oxygen Sensor
SBE63630184,OXYSENSOR,Oxygen Sensor
SBE63630185,OXYSENSOR,Oxygen Sensor
SBE63630191,OXYSENSOR,Oxygen Sensor
SBE63630192,OXYSENSOR,Oxygen Sensor
SBE63630193,OXYSENSOR,Oxygen Sensor
SBE63630225,OXYSENSOR,Oxygen Sensor
SBE63630279,OXYSENSOR,Oxygen Sensor
SBE63630280,OXYSENSOR,Oxygen Sensor
SBE63630281,OXYSENSOR,Oxygen Sensor
SBE63630282,OXYSENSOR,Oxygen Sensor
SBE63630493,OXYSENSOR,Oxygen Sensor
SBE63630633,OXYSENSOR,Oxygen Sensor
SBE63630636,OXYSENSOR,Oxygen Sensor
SBE63630637,OXYSENSOR,Oxygen Sensor
SBE63630638,OXYSENSOR,Oxygen Sensor
SBE63630639,OXYSENSOR,Oxygen Sensor
SBE63630766,OXYSENSOR,Oxygen Sensor
SBE63630834,OXYSENSOR,Oxygen Sensor
SBE63631008,OXYSENSOR,Oxygen Sensor
SBE63631478,OXYSENSOR,Oxygen Sensor
SBE63631479,OXYSENSOR,Oxygen Sensor
SBE63631500,OXYSENSOR,Oxygen Sensor
SBE63631501,OXYSENSOR,Oxygen Sensor
SBE63631524,OXYSENSOR,Oxygen Sensor
SBE63631527,OXYSENSOR,Oxygen Sensor
SBE63631533,OXYSENSOR,Oxygen Sensor
SBE63631534,OXYSENSOR,Oxygen Sensor
SBE63631772,OXYSENSOR,Oxygen Sensor
SBE63631801,OXYSENSOR,Oxygen Sensor
SBE63631868,OXYSENSOR,Oxygen Sensor
SBE63631893,OXYSENSOR,Oxygen Sensor
SBE63631918,OXYSENSOR,Oxygen Sensor
SBE63631950,OXYSENSOR,Oxygen Sensor
SBE63632208,OXYSENSOR,Oxygen Sensor
SBE63632209,OXYSENSOR,Oxygen Sensor
SBE63632210,OXYSENSOR,Oxygen Sensor
SBE63632211,OXYSENSOR,Oxygen Sensor
SBECTD16p4686,CTD,CTD
SBECTD16p4996,CTD,CTD
SBECTD16p4997,CTD,CTD
SBECTD16p4998,CTD,CTD
SBECTD16p50106,CTD,CTD
SBECTD16p5047,CTD,CTD
SBECTD16p5270,CTD,CTD
SBECTD16p6001,CTD,CTD
SBECTD16p6002,CTD,CTD
SBECTD16p6536,CTD,CTD
SBECTD16p6812,CTD,CTD
SBECTD16p6813,CTD,CTD
SBECTD16p6934,CTD,CTD
SBECTD16p6935,CTD,CTD
SBECTD16p6936,CTD,CTD
SBECTD16p7026,CTD,CTD
SBECTD16p7027,CTD,CTD
SBECTD16p7028,CTD,CTD
SBECTD16p7029,CTD,CTD
SBECTD16p7030,CTD,CTD
SBECTD16p7031,CTD,CTD
SBECTD16p7032,CTD,CTD
SBECTD16p7033,CTD,CTD
SBECTD16p7128,CTD,CTD
SBECTD16p7286,CTD,CTD
SBECTD16p7287,CTD,CTD
SBECTD19p4252,CTD,CTD
SBECTD19p4686,CTD,CTD
SBECTD19P47111,CTD,CTD
SBECTD19p4996,CTD,CTD
SBECTD19p4997,CTD,CTD
SBECTD19p4998,CTD,CTD
SBECTD19p50106,CTD,CTD
SBECTD19p5047,CTD,CTD
SBECTD19p5270,CTD,CTD
SBECTD19p6001,CTD,CTD
SBECTD19p6002,CTD,CTD
SBECTD19p6536,CTD,CTD
SBECTD19p6812,CTD,CTD
SBECTD19p6813,CTD,CTD
SBECTD19p6839,CTD,CTD
SBECTD19p6920,CTD,CTD
SBECTD19p6934,CTD,CTD
SBECTD19p6935,CTD,CTD
SBECTD19p6936,CTD,CTD
SBECTD19p6937,CTD,CTD
SBECTD19p6938,CTD,CTD
SBECTD19p6952,CTD,CTD
SBECTD19p7026,CTD,CTD
SBECTD19p7027,CTD,CTD
SBECTD19p7028,CTD,CTD
SBECTD19p7029,CTD,CTD
SBECTD19p7030,CTD,CTD
SBECTD19p7031,CTD,CTD
SBECTD19p7033,CTD,CTD
SBECTD19p7034,CTD,CTD
SBECTD19p7035,CTD,CTD
SBECTD19p7036,CTD,CTD
SBECTD19p7091,CTD,CTD
SBECTD19p7128,CTD,CTD
SBECTD19p7286,CTD,CTD
SBECTD19p7287,CTD,CTD
SBECTD19p7518,CTD,CTD
SBECTD19p7562,CTD,CTD
SBECTD19p7589,CTD,CTD
SBECTD19p7605,CTD,CTD
SBECTD19p7768,CTD,CTD
SBECTD19p7769,CTD,CTD
SBECTD19p7770,CTD,CTD
SBECTD19p7787,CTD,CTD
SBECTD19p7791,CTD,CTD
SBECTD19p7792,CTD,CTD
SBECTD19p7793,CTD,CTD
SBECTD19p7875,CTD,CTD
SBECTD19p7876,CTD,CTD
SBECTD19p7877,CTD,CTD
SBECTD19pTEMP,CTD,CTD
SBECTD19PV26316,CTD,CTD
SBECTD25p334,CTD,CTD
SBECTD37SIP16431,CTD,CTD
SBECTD37SIP16432,CTD,CTD
SBECTD37SIP16433,CTD,CTD
SBECTD37SIP16434,CTD,CTD
SBECTD37SIP16435,CTD,CTD
SBECTD37SIP20619,CTD,CTD
SBECTD37SIP20623,CTD,CTD
SBECTD37SIP5676,CTD,CTD
SBECTD37SIP5677,CTD,CTD
SBECTD37SIP5678,CTD,CTD
SBECTD37SIP5679,CTD,CTD
SBECTD37SIP5680,CTD,CTD
SBECTD37SIP5681,CTD,CTD
SBECTD37SIP5682,CTD,CTD
SBECTD37SIP5683,CTD,CTD
SBECTD37SIP5684,CTD,CTD
SBECTD37SIP5685,CTD,CTD
SBECTD37SIP5686,CTD,CTD
SBECTD37SIP5687,CTD,CTD
SBECTD37SIP5688,CTD,CTD
SBECTD37SIP5689,CTD,CTD
SBECTD37SIP5690,CTD,CTD
SBECTD37SIP5691,CTD,CTD
SBECTD37SIP5692,CTD,CTD
SBECTD37SIP5693,CTD,CTD
SBECTD37SIP5694,CTD,CTD
SBECTD37SIP5695,CTD,CTD
SBECTD37SIP8316,CTD,CTD
SBECTD37SIP8425,CTD,CTD
SBECTD37SIP8426,CTD,CTD
SBECTD37SIP8464,CTD,CTD
